Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)

Red Heat,1988,NA,104,6.1,61,Action,Comedy,Crime,34.99

Der Himmel �ber Berlin,1987,NA,128,8.0,79,Drama,Fantasy,Romance,3.33

Project Power,2020,R,113,6.0,51,Action,Crime,Sci-Fi,NA

The Book of Life,2014,PG,95,7.3,67,Animation,Adventure,Comedy,50.15

The Wicker Man,2006,PG-13,102,3.7,36,Horror,Mystery,Thriller,23.64

Turner & Hooch,1989,NA,97,6.2,36,Comedy,Crime,Drama,71.08

D�d sn�,2009,NA,92,6.3,61,Comedy,Horror,NA,0.04

Superman III,1983,NA,125,5.0,44,Action,Adventure,Comedy,59.95

Beerfest,2006,R,110,6.3,46,Comedy,NA,NA,19.19

The Debt,I 2010,R,113,6.8,65,Drama,Thriller,NA,31.18

Joan of Arc,1999,R,158,6.4,54,Adventure,Biography,Drama,14.28

Spawn,1997,PG-13,96,5.3,34,Action,Drama,Horror,54.97

Joy Ride,2001,R,97,6.6,75,Action,Mystery,Thriller,21.97

The Forgotten,2004,PG-13,91,5.8,43,Drama,Mystery,Sci-Fi,66.64

Whip It,2009,PG-13,111,6.9,68,Drama,Sport,NA,13.04

Dead Man Down,2013,R,118,6.5,39,Action,Crime,Drama,10.88

Abre los ojos,1997,R,119,7.7,NA,Drama,Mystery,Sci-Fi,0.37

Magic in the Moonlight,2014,R,97,6.5,54,Comedy,Drama,Romance,10.51

Chernobyl Diaries,2012,R,86,5.0,NA,Horror,Mystery,Thriller,18.12

The Fog,1980,NA,89,6.8,55,Horror,Thriller,NA,21.38

Celda 211,2009,NA,113,7.6,NA,Action,Adventure,Crime,NA

Ringu,1998,NA,96,7.2,NA,Horror,Mystery,NA,NA

De rouille et d'os,2012,R,120,7.5,73,Drama,Romance,NA,2.06

Bringing Out the Dead,1999,R,121,6.8,70,Drama,Thriller,NA,16.64

Superhero Movie,2008,PG-13,75,4.5,33,Action,Comedy,Sci-Fi,26.64

Miss Sloane,2016,R,132,7.5,64,Drama,NA,NA,3.44

The Rainmaker,1997,PG-13,135,7.2,72,Crime,Drama,Thriller,45.86

Daddy Day Care,2003,PG,92,5.6,39,Comedy,Family,NA,104.30

Midway,2019,PG-13,138,6.7,47,Action,Adventure,Drama,NA

Trois couleurs: Blanc,1994,R,92,7.6,88,Comedy,Drama,Romance,1.46

Eskiya,1996,NA,128,8.2,NA,Crime,Drama,Thriller,NA

Ri�hie Ri�h,1994,PG,95,5.4,49,Comedy,Family,NA,38.09

Dream House,2011,PG-13,84,6.0,35,Drama,Mystery,Thriller,21.28

Indecent Proposal,1993,R,117,6.0,35,Drama,Romance,NA,106.61

True Story,I 2015,R,99,6.3,50,Biography,Crime,Drama,4.72

Death Wish,2018,21+,107,6.3,31,Action,Crime,Drama,34.02

Jersey Girl,2004,PG-13,102,6.2,43,Comedy,Drama,Romance,25.27

Larry Crowne,2011,PG-13,98,6.1,41,Comedy,Drama,Romance,35.61

Robin Hood,2018,17+,116,5.3,32,Action,Adventure,Drama,30.82

Johnny English Strikes Again,2018,13+,89,6.2,39,Action,Adventure,Comedy,4.41

A Simple Plan,1998,R,121,7.5,82,Crime,Drama,Thriller,16.31

The Gift,2000,R,112,6.6,62,Drama,Fantasy,Horror,12.01

The Ten Commandments,1956,NA,220,7.9,NA,Adventure,Drama,NA,93.74

The November Man,2014,R,108,6.3,38,Action,Thriller,NA,24.98

El mariachi,1992,R,81,6.9,73,Action,Crime,Thriller,2.04

The Awakening,I 2011,R,102,6.5,53,Horror,Thriller,NA,NA

Dilwale Dulhania Le Jayenge,1995,NA,189,8.1,NA,Drama,Romance,NA,NA

Sliding Doors,1998,NA,99,6.7,59,Comedy,Drama,Fantasy,11.88

Day of the Dead,1985,NA,96,7.2,60,Horror,Thriller,NA,5.80

Four Christmases,2008,PG-13,88,5.7,41,Comedy,Drama,Romance,120.15

The Philadelphia Story,1940,NA,112,7.9,96,Comedy,Romance,NA,NA

Harsh Times,2005,R,116,6.9,56,Action,Crime,Drama,3.34

Kal Ho Naa Ho,2003,NA,186,8.0,54,Comedy,Drama,Musical,1.79

Machine Gun Preacher,2011,R,129,6.8,43,Action,Biography,Crime,0.54

Arachnophobia,1990,NA,109,6.4,67,Comedy,Fantasy,Horror,53.21

The Informant!,2009,R,108,6.4,66,Biography,Comedy,Crime,33.31

Charlie Bartlett,2007,R,97,7.0,54,Comedy,Drama,Romance,3.95

City of Ember,2008,PG,90,6.5,58,Adventure,Family,Fantasy,7.87

Road House,1989,NA,114,6.6,36,Action,Thriller,NA,30.05

Sisters,III 2015,R,118,6.0,58,Comedy,NA,NA,87.04

Le pacte des loups,2001,R,142,7.0,57,Action,Adventure,Drama,11.26

The Blue Lagoon,1980,NA,104,5.8,31,Adventure,Drama,Romance,58.85

Mandy,I 2018,NA,121,6.5,81,Action,Mystery,Thriller,1.21

The Hunt,II 2020,R,90,6.5,50,Action,Horror,Thriller,NA

Cube 2: Hypercube,2002,R,94,5.6,NA,Drama,Mystery,Sci-Fi,NA

The Signal,2014,PG-13,97,6.1,54,Drama,Mystery,Sci-Fi,0.60

The Saint,1997,PG-13,116,6.3,50,Action,Adventure,Romance,61.36

Ajeossi,2010,R,119,7.8,NA,Action,Crime,Drama,0.01

What About Bob?,1991,NA,99,7.0,60,Comedy,NA,NA,63.71

Boksuneun naui geot,2002,R,129,7.6,56,Crime,Drama,Thriller,0.05

I Heart Huckabees,2004,D,107,6.6,55,Comedy,NA,NA,12.78

The Specialist,1994,R,110,5.6,NA,Action,Drama,Thriller,57.36

Aloha,I 2015,PG-13,105,5.4,40,Comedy,Drama,Romance,20.99

That Thing You Do!,1996,PG,108,6.9,71,Comedy,Drama,Music,25.81

Showgirls,1995,NC-17,128,4.9,16,Drama,NA,NA,20.30

Paranormal Activity 4,2012,R,88,4.6,40,Horror,Mystery,NA,53.92

Breaking the Waves,1996,R,159,7.8,76,Drama,NA,NA,4.04

Red State,2011,R,88,6.2,50,Action,Crime,Horror,1.10

Mr. Peabody & Sherman,2014,PG,92,6.8,59,Animation,Adventure,Comedy,111.51

The Witches of Eastwick,1987,NA,118,6.6,67,Comedy,Fantasy,Horror,63.77

Chung Hing sam lam,1994,PG-13,102,8.1,77,Comedy,Crime,Drama,0.60

The Dark Crystal,1982,NA,93,7.2,66,Adventure,Family,Fantasy,40.58

Isn't It Romantic,2019,PG-13,89,5.9,60,Comedy,Fantasy,Romance,48.79

Krampus,I 2015,13+,98,6.2,49,Comedy,Drama,Fantasy,42.59

The Dead Zone,1983,NA,103,7.2,69,Drama,Horror,Sci-Fi,20.77

"Jeff, Who Lives at Home",2011,R,83,6.5,60,Comedy,Drama,NA,4.24

Salmon Fishing in the Yemen,2011,PG-13,107,6.8,58,Comedy,Drama,Romance,9.03

Robot & Frank,2012,PG-13,89,7.1,67,Comedy,Crime,Drama,3.33

The Peanut Butter Falcon,2019,PG-13,97,7.6,70,Adventure,Comedy,Drama,13.12

J�san-nin no shikaku,2010,R,141,7.6,84,Action,Adventure,Drama,0.80

Mystery Men,1999,PG-13,121,6.1,65,Action,Comedy,Fantasy,29.66

Major League,1989,NA,107,7.2,62,Comedy,Sport,NA,49.80

My Super Ex-Girlfriend,2006,PG-13,96,5.1,50,Comedy,Romance,Sci-Fi,22.53

El espinazo del diablo,2001,R,106,7.4,78,Drama,Horror,NA,0.75

Ella Enchanted,2004,PG,96,6.3,53,Comedy,Family,Fantasy,22.92

The Finest Hours,2016,13+,117,6.8,58,Action,Drama,History,27.55

Never Say Never Again,1983,NA,134,6.2,68,Action,Adventure,Thriller,55.50

The Boondock Saints II: All Saints Day,2009,R,118,6.3,24,Action,Crime,Thriller,10.27

Control,2007,R,122,7.7,78,Biography,Drama,Music,0.87

A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,NA,87,5.5,43,Horror,NA,NA,30.00

Les diaboliques,1955,NA,117,8.0,NA,Crime,Drama,Horror,NA

Sadak 2,2020,NA,133,1.1,NA,Action,Drama,NA,NA

Mr. Holmes,2015,PG,104,6.9,67,Drama,Mystery,NA,17.74

Sorry to Bother You,2018,R,112,6.9,80,Comedy,Fantasy,Sci-Fi,17.49

TMNT,2007,PG,87,6.2,41,Animation,Action,Adventure,54.15

Eighth Grade,2018,R,93,7.4,89,Comedy,Drama,NA,13.54

"Legally Blonde 2: Red, White & Blonde",2003,PG-13,95,4.8,47,Comedy,NA,NA,90.19

In the Mouth of Madness,1995,R,95,7.2,53,Drama,Horror,Mystery,8.95

Wonder Boys,2000,R,107,7.2,73,Comedy,Drama,NA,19.39

Greyhound,2020,PG-13,91,7.0,64,Action,Drama,History,NA

Daddy's Home 2,2017,13+,100,6.0,30,Comedy,NA,NA,104.03

Black Snake Moan,2006,R,116,6.9,52,Drama,Music,NA,9.40

Fright Night,1985,NA,106,7.1,62,Fantasy,Horror,Thriller,24.92

Observe and Report,2009,R,86,5.8,54,Comedy,Crime,Drama,23.99

Brooklyn's Finest,2009,R,132,6.7,43,Action,Crime,Drama,27.15

Kiss of the Dragon,2001,R,98,6.6,58,Action,Crime,Drama,36.85

The Stepford Wives,2004,PG-13,93,5.3,42,Comedy,Horror,Sci-Fi,59.48

Elle,I 2016,R,130,7.1,89,Crime,Drama,Thriller,NA

Eight Below,2006,PG,120,7.3,64,Adventure,Drama,Family,81.61

Bhaag Milkha Bhaag,2013,21+,186,8.2,NA,Biography,Drama,Sport,1.63

Bullitt,1968,M/PG,114,7.4,81,Action,Crime,Thriller,42.30

Dorian Gray,2009,R,112,6.3,NA,Drama,Fantasy,Mystery,NA

Suspiria,I 2018,R,152,6.8,64,Fantasy,Horror,Mystery,2.47

The Hills Have Eyes II,2007,R,89,5.1,32,Adventure,Horror,Thriller,20.80

Waking Life,2001,R,99,7.8,83,Animation,Drama,Fantasy,2.89

Stepmom,1998,PG-13,125,6.8,58,Comedy,Drama,NA,91.14

Runner Runner,2013,R,88,5.6,36,Crime,Thriller,NA,19.32

Showtime,2002,PG-13,95,5.5,32,Action,Comedy,Crime,38.08

The Family Stone,2005,PG-13,103,6.3,56,Comedy,Drama,Romance,60.06

The Net,I 1995,PG-13,114,5.9,51,Action,Crime,Drama,50.73

The Man with the Iron Fists,2012,R,95,5.4,51,Action,NA,NA,15.63

Queen,2013,NA,146,8.2,NA,Adventure,Comedy,Drama,1.43

Spy Kids 2: Island of Lost Dreams,2002,PG,100,5.2,66,Action,Adventure,Comedy,85.85

Manbiki kazoku,2018,R,121,8.0,93,Crime,Drama,NA,3.31

Silent Hill: Revelation,2012,R,95,5.0,16,Fantasy,Horror,NA,17.53

Goal!,2005,PG,118,6.7,53,Adventure,Drama,Romance,4.28

Timeline,2003,PG-13,116,5.7,28,Action,Adventure,Sci-Fi,19.48

The Devil's Double,2011,R,109,7.1,52,Biography,Drama,Thriller,1.36

Pan,2015,R,111,5.7,36,Adventure,Comedy,Family,35.09

A Ghost Story,2017,R,92,6.9,84,Drama,Fantasy,Romance,1.60

Urban Legend,1998,R,99,5.6,35,Horror,Mystery,Thriller,38.07

Punisher: War Zone,2008,R,103,5.9,30,Action,Crime,Drama,7.95

Penelope,2006,PG,104,6.7,48,Comedy,Fantasy,Romance,10.01

James and the Giant Peach,1996,PG,79,6.7,78,Animation,Adventure,Family,28.93

The Midnight Meat Train,2008,R,98,6.0,58,Horror,Mystery,Thriller,0.08

Palm Springs,2020,R,90,7.4,83,Comedy,Fantasy,Mystery,NA

When in Rome,2010,PG-13,91,5.6,25,Comedy,Romance,NA,32.67

The Client,1994,PG-13,119,6.8,65,Crime,Drama,Mystery,92.12

Trouble with the Curve,2012,PG-13,111,6.8,58,Drama,Sport,NA,35.76

Toki o kakeru sh�jo,2006,NA,98,7.7,NA,Animation,Adventure,Comedy,NA

Top Secret!,1984,NA,90,7.2,68,Comedy,Music,NA,20.50

Paddington 2,2017,SU,103,7.8,88,Adventure,Comedy,Family,40.44

Grave,2016,R,99,7.0,81,Drama,Fantasy,Horror,0.51

Wimbledon,2004,PG-13,98,6.3,59,Comedy,Romance,Sport,17.00

Coffee and Cigarettes,2003,R,95,7.1,65,Comedy,Drama,Music,1.97

Scary Stories to Tell in the Dark,2019,17+,108,6.2,61,Adventure,Horror,Mystery,62.74

Legend,1985,NA,94,6.5,30,Adventure,Fantasy,Romance,15.50

Dark Water,2005,PG-13,105,5.6,52,Drama,Horror,Mystery,25.47

Anatomy of a Murder,1959,NA,161,8.0,95,Crime,Drama,Mystery,11.90

K-19: The Widowmaker,2002,PG-13,138,6.7,58,Drama,History,Thriller,35.17

Anna,II 2019,17+,118,6.6,40,Action,Thriller,NA,7.74

The Spirit,2008,PG-13,103,4.8,30,Action,Crime,Fantasy,19.78

Blast from the Past,1999,PG-13,112,6.6,48,Comedy,Drama,Romance,26.49

What a Girl Wants,2003,PG,105,5.8,41,Comedy,Drama,Family,35.99

Blood Father,2016,R,88,6.4,66,Action,Crime,Drama,NA

In Her Shoes,2005,PG-13,130,6.4,60,Comedy,Drama,Romance,32.88

Basic,2003,R,98,6.5,34,Action,Crime,Drama,26.54

Like Crazy,2011,PG-13,86,6.7,68,Drama,Romance,NA,3.41

Capharna�m,2018,13+,126,8.4,75,Drama,NA,NA,1.66

Shadow of a Doubt,1943,NA,108,7.8,94,Film-Noir,Thriller,NA,NA

The Haunting in Connecticut,2009,PG-13,92,5.9,33,Drama,Horror,Mystery,55.39

Good Boys,II 2019,R,90,6.7,60,Adventure,Comedy,NA,69.06

Criminal,2016,R,113,6.3,36,Action,Sci-Fi,Thriller,14.27

Friday the 13th Part 2,1981,NA,87,6.1,26,Horror,Mystery,Thriller,21.72

Sabotage,2014,R,109,5.7,41,Action,Crime,Drama,10.51

Pride and Glory,2008,R,130,6.6,45,Crime,Drama,Thriller,15.71

Sabrina,1954,NA,113,7.7,72,Comedy,Drama,Romance,NA

Friday Night Lights,2004,PG-13,118,7.2,70,Action,Drama,Sport,61.26

Heavenly Creatures,1994,R,99,7.3,NA,Biography,Crime,Drama,3.05

Outlaw King,2018,R,121,6.9,59,Action,Biography,Drama,NA

Far and Away,1992,PG-13,140,6.6,49,Adventure,Drama,Romance,58.88

Fish Tank,2009,NA,123,7.3,81,Drama,NA,NA,0.37

S1m0ne,2002,PG-13,117,6.1,49,Comedy,Drama,Sci-Fi,9.68

The Devil's Own,1997,R,111,6.2,53,Action,Crime,Drama,42.87

Enough Said,2013,PG-13,93,7.0,78,Comedy,Drama,Romance,17.54

Everybody's Fine,2009,PG-13,100,7.1,47,Drama,NA,NA,8.86

La leggenda del pianista sull'oceano,1998,R,169,8.1,58,Drama,Music,Romance,0.26

After Hours,1985,NA,97,7.7,90,Comedy,Crime,Drama,10.60

The Game Plan,2007,PG,110,6.1,44,Comedy,Family,Sport,90.65

Titan A.E.,2000,PG,94,6.6,48,Animation,Action,Adventure,22.75

Colossal,2016,17+,109,6.2,70,Comedy,Drama,Fantasy,3.02

Charlie St. Cloud,2010,PG-13,100,6.4,37,Drama,Fantasy,Romance,31.16

Red Lights,2012,R,114,6.2,36,Drama,Fantasy,Horror,0.05

Vertical Limit,2000,PG-13,124,5.9,48,Action,Adventure,Drama,69.24

Darkman,1990,NA,96,6.4,65,Action,Sci-Fi,Thriller,33.88

Irrational Man,2015,R,95,6.6,53,Comedy,Drama,Romance,4.03

The Mighty Ducks,1992,PG,104,6.5,46,Comedy,Drama,Family,50.75

The Brave One,2007,R,122,6.7,56,Action,Crime,Drama,36.79

Time Bandits,1981,NA,116,7.0,79,Adventure,Comedy,Fantasy,42.37

Point Break,2015,PG-13,114,5.3,34,Action,Adventure,Crime,28.78

Jeepers Creepers 2,2003,R,106,5.6,36,Horror,NA,NA,35.67

Appaloosa,2008,R,115,6.7,64,Action,Crime,Drama,20.21

Brawl in Cell Block 99,2017,NA,132,7.1,79,Action,Crime,Drama,NA

The Collector,I 2009,R,90,6.4,29,Action,Crime,Horror,7.71

The Replacements,2000,PG-13,118,6.6,30,Comedy,Sport,NA,44.74

Drillbit Taylor,2008,PG-13,110,5.7,41,Action,Comedy,Crime,32.85

Becoming Jane,2007,PG,120,7.0,55,Biography,Drama,Romance,18.67

Portrait de la jeune fille en feu,2019,R,122,8.1,95,Drama,Romance,NA,3.76

The Man Who Knew Too Much,1956,NA,120,7.4,78,Drama,Thriller,NA,10.25

Los cronocr�menes,2007,R,92,7.2,68,Horror,Mystery,Sci-Fi,0.04

La Strada,1954,NA,108,8.0,NA,Drama,NA,NA,NA

Bloodshot,2020,17+,109,5.7,44,Action,Drama,Sci-Fi,NA

Marathon Man,1976,NA,125,7.4,64,Crime,Thriller,NA,21.71

The Rescuers,1977,NA,78,6.9,74,Animation,Adventure,Comedy,71.22

The Snowman,2017,R,119,5.1,23,Crime,Drama,Thriller,6.67

Mindhunters,2004,R,106,6.4,33,Crime,Horror,Thriller,4.48

National Lampoon's European Vacation,1985,NA,95,6.2,47,Adventure,Comedy,NA,49.40

The Frozen Ground,2013,R,105,6.4,37,Crime,Drama,Thriller,NA

Gunday,2014,NA,152,2.4,NA,Action,Drama,Romance,NA

Chugyeokja,2008,NA,125,7.8,64,Action,Crime,Thriller,NA

Half Baked,1998,R,82,6.7,16,Comedy,Crime,NA,17.28

The Darkest Hour,2011,PG-13,89,4.9,18,Action,Adventure,Horror,21.43

Takers,2010,PG-13,107,6.2,45,Action,Crime,Thriller,57.74

Les rivi�res pourpres,2000,R,106,6.9,49,Crime,Horror,Mystery,0.63

High School Musical 3: Senior Year,2008,G,112,4.8,57,Comedy,Drama,Family,90.56

Grudge Match,2013,PG-13,113,6.4,35,Comedy,Drama,Sport,29.81

The House That Jack Built,2018,R,152,6.8,42,Crime,Drama,Horror,0.09

Breach,2007,PG-13,110,7.0,74,Biography,Crime,Drama,33.23

The Young Victoria,2009,PG,105,7.3,64,Biography,Drama,History,11.00

Idi i smotri,1985,NA,142,8.3,NA,Drama,Thriller,War,NA

Kahaani,2012,NA,122,8.1,NA,Mystery,Thriller,NA,1.04

Dick Tracy,1990,NA,105,6.1,68,Action,Comedy,Crime,103.74

Something Borrowed,2011,PG-13,112,5.9,36,Comedy,Drama,Romance,39.05

The Fundamentals of Caring,2016,NA,97,7.3,55,Comedy,Drama,NA,NA

Keeping Up with the Joneses,2016,PG-13,105,5.9,34,Action,Comedy,NA,14.90

We Are Marshall,2006,PG,131,7.1,53,Drama,Sport,NA,43.55

Save the Last Dance,2001,PG-13,112,6.2,53,Drama,Music,Romance,91.06

Underwater,2020,PG-13,95,5.8,48,Action,Horror,Sci-Fi,NA

Star Wars: The Clone Wars,2008,PG,98,5.9,35,Animation,Action,Adventure,35.16

Only the Brave,2017,13+,134,7.6,72,Action,Biography,Drama,18.34

Fanny och Alexander,1982,NA,188,8.1,100,Drama,NA,NA,4.97

Zookeeper,2011,PG,102,5.2,30,Comedy,Family,Fantasy,80.36

Date Movie,2006,PG-13,83,2.8,11,Comedy,Romance,NA,48.55

A Beautiful Day in the Neighborhood,2019,PG,109,7.3,80,Biography,Drama,NA,61.70

Les choristes,2004,PG-13,97,7.9,56,Drama,Music,NA,3.64

All Quiet on the Western Front,1930,NA,152,8.0,91,Drama,War,NA,3.27

The Best Years of Our Lives,1946,NA,170,8.0,93,Drama,Romance,War,23.65

Excalibur,1981,PG,140,7.4,56,Adventure,Drama,Fantasy,34.97

Srpski film,2010,21+,104,5.1,NA,Horror,Mystery,Thriller,NA

Cocoon,1985,NA,117,6.7,65,Comedy,Drama,Sci-Fi,76.11

The Animal,2001,PG-13,84,4.8,43,Comedy,Sci-Fi,NA,57.74

Das Cabinet des Dr. Caligari,1920,NA,76,8.1,NA,Fantasy,Horror,Mystery,NA

Bernie,2011,PG-13,99,6.8,75,Biography,Comedy,Crime,9.20

Gridiron Gang,2006,PG-13,125,6.9,52,Biography,Crime,Drama,38.43

The Possession,I 2012,PG-13,92,5.9,45,Horror,Mystery,Thriller,49.13

V/H/S,2012,R,116,5.8,55,Horror,Thriller,NA,0.10

Soylent Green,1973,NA,97,7.1,66,Crime,Mystery,Sci-Fi,NA

P�fekuto bur�,1997,R,81,8.0,NA,Animation,Crime,Mystery,0.78

A Night at the Roxbury,1998,PG-13,82,6.3,26,Comedy,Music,Romance,30.32

Out of Time,I 2003,PG-13,105,6.5,63,Crime,Drama,Mystery,40.91

Gold,I 2016,17+,120,6.7,49,Crime,Drama,NA,7.22

Everything Is Illuminated,2005,PG-13,106,7.4,58,Comedy,Drama,NA,1.71

BASEketball,1998,R,103,6.5,38,Comedy,Sport,NA,6.94

Shallow Grave,1994,13+,89,7.3,67,Crime,Thriller,NA,2.88

The Lookout,2007,R,99,7.0,73,Crime,Drama,Thriller,4.60

Short Circuit,1986,NA,98,6.7,50,Comedy,Family,Sci-Fi,40.70

Going the Distance,2010,R,103,6.3,51,Comedy,Romance,NA,17.80

Fetih 1453,2012,NA,162,6.7,NA,Action,Drama,History,0.07

Hotel Transylvania 3: Summer Vacation,2018,SU,97,6.3,54,Animation,Adventure,Comedy,167.51

Annabelle Comes Home,2019,13+,106,5.9,53,Horror,Mystery,Thriller,74.15

Richard Jewell,2019,R,131,7.5,68,Biography,Crime,Drama,NA

El cuerpo,2012,NA,112,7.6,NA,Mystery,Thriller,NA,NA

Hera Pheri,2000,NA,156,8.2,NA,Action,Comedy,Crime,NA

I'm Not There,2007,R,135,6.9,73,Biography,Drama,Music,4.02

Dennis the Menace,1993,PG,94,5.6,NA,Comedy,Family,NA,51.27

The Art of Getting By,2011,PG-13,83,6.6,36,Drama,Romance,NA,1.43

Cats & Dogs,2001,PG,87,5.1,47,Action,Comedy,Family,93.39

"4 luni, 3 saptam�ni si 2 zile",2007,NA,113,7.9,97,Drama,NA,NA,1.19

Monster-in-Law,2005,PG-13,101,5.6,31,Comedy,Romance,NA,82.93

Happy Death Day 2U,2019,17+,100,6.2,57,Comedy,Horror,Mystery,28.05

Rudy,1993,PG,114,7.5,71,Biography,Drama,Sport,22.75

G.O.R.A.,2004,NA,127,8.0,NA,Adventure,Comedy,Sci-Fi,NA

Re-Animator,1985,NA,104,7.2,73,Comedy,Horror,Sci-Fi,2.02

Ice Age: Collision Course,2016,SU,94,5.7,34,Animation,Adventure,Comedy,64.06

Le Petit Prince,2015,PG,108,7.7,70,Animation,Adventure,Drama,1.34

"Janghwa, Hongryeon",2003,R,114,7.2,65,Drama,Horror,Mystery,NA

RV,2006,PG,99,5.5,33,Adventure,Comedy,Family,71.73

The Omen,2006,R,110,5.5,43,Action,Adventure,Fantasy,54.61

Hoodwinked!,2005,PG,80,6.4,45,Animation,Comedy,Crime,51.39

Perfetti sconosciuti,2016,NA,96,7.8,NA,Comedy,Drama,NA,NA

Fanboys,2009,PG-13,120,6.6,45,Adventure,Comedy,Crime,0.69

Straw Dogs,1971,R,113,7.5,73,Crime,Drama,Thriller,NA

Firewall,2006,PG-13,105,5.8,45,Action,Crime,Thriller,48.75

The Ghost and the Darkness,1996,R,110,6.9,NA,Adventure,Drama,Thriller,38.62

Blowup,1966,NA,111,7.6,82,Drama,Mystery,Thriller,NA

Ghajini,2008,NA,186,7.3,NA,Action,Drama,Mystery,2.43

The Right Stuff,1983,NA,193,7.8,91,Adventure,Biography,Drama,21.50

Drinking Buddies,2013,R,90,6.1,71,Comedy,Drama,Romance,0.34

Cold Pursuit,2019,17+,119,6.2,57,Action,Crime,Drama,32.14

Jack,1996,PG-13,113,5.8,31,Comedy,Drama,Fantasy,58.62

Perfect Sense,2011,R,92,7.1,55,Drama,Romance,Sci-Fi,0.00

Rio Bravo,1959,NA,141,8.0,93,Action,Drama,Western,12.54

Calvary,2014,R,102,7.4,77,Comedy,Drama,NA,3.59

The Nanny Diaries,2007,PG-13,106,6.2,46,Comedy,Drama,Romance,25.93

Star Trek V: The Final Frontier,1989,NA,107,5.5,43,Action,Adventure,Fantasy,52.21

The Great Debaters,2007,PG-13,126,7.5,65,Biography,Drama,Romance,30.23

Mowgli,2018,PG-13,104,6.5,51,Adventure,Drama,Fantasy,NA

La pianiste,2001,R,131,7.5,79,Drama,NA,NA,1.90

Magnum Force,1973,NA,124,7.2,58,Action,Crime,Mystery,4.56

Solace,II 2015,R,101,6.4,36,Crime,Drama,Mystery,NA

Storks,2016,SU,87,6.8,56,Animation,Adventure,Comedy,72.68

Step Up 3D,2010,PG-13,107,6.2,45,Drama,Music,Romance,42.40

Valhalla Rising,2009,NA,93,6.1,61,Action,Adventure,Drama,0.02

The Mission,1986,NA,125,7.4,55,Adventure,Drama,History,17.22

Best in Show,2000,PG-13,90,7.4,78,Comedy,NA,NA,18.62

Race to Witch Mountain,2009,PG,98,5.7,52,Action,Adventure,Family,67.17

Traitor,2008,PG-13,114,7.0,61,Action,Crime,Drama,23.53

La mala educaci�n,2004,NC-17,106,7.4,81,Crime,Drama,NA,5.21

Timecop,1994,R,99,5.9,48,Action,Crime,Sci-Fi,44.85

Duck Soup,1933,NA,69,7.8,93,Comedy,Musical,War,NA

The Emoji Movie,2017,SU,86,3.3,12,Animation,Adventure,Comedy,86.09

Pitch Perfect 3,2017,13+,93,5.8,40,Comedy,Music,NA,104.90

Murder on the Orient Express,1974,NA,128,7.3,63,Crime,Drama,Mystery,NA

Red Planet,2000,PG-13,106,5.7,34,Action,Sci-Fi,Thriller,18.00

Dog Soldiers,2002,R,105,6.8,NA,Action,Horror,Thriller,NA

Jonah Hex,2010,PG-13,81,4.7,33,Action,Drama,Fantasy,10.54

Duplex,2003,PG-13,89,5.9,50,Comedy,NA,NA,9.69

Sexy Beast,2000,R,89,7.3,79,Crime,Drama,Thriller,6.95

Charlie's Angels,2019,17+,118,4.8,52,Action,Adventure,Comedy,NA

Fainaru fantaj� sebun adobento chirudoren,2005,PG-13,101,7.2,NA,Animation,Action,Adventure,NA

Fifty Shades Freed,2018,R,105,4.5,31,Drama,Romance,Thriller,100.41

Underground,1995,NA,170,8.1,NA,Comedy,Drama,War,0.17

Bangkok Dangerous,2008,R,99,5.4,24,Action,Crime,Thriller,15.28

Poltergeist,2015,PG-13,93,4.9,47,Horror,Thriller,NA,47.43

Night on Earth,1991,R,129,7.8,68,Comedy,Drama,NA,2.02

Cry-Baby,1990,PG-13,85,6.5,63,Comedy,Musical,NA,8.27

Lake Placid,1999,R,82,5.7,34,Action,Comedy,Horror,31.77

The Sweetest Thing,2002,R,84,5.2,32,Comedy,Romance,NA,24.72

Proof of Life,2000,R,135,6.2,45,Action,Drama,Thriller,32.60

Terms of Endearment,1983,NA,132,7.4,79,Comedy,Drama,NA,108.42

Ladder 49,2004,PG-13,115,6.5,47,Action,Drama,Thriller,74.54

Spy Kids 3: Game Over,2003,PG,84,4.3,57,Action,Adventure,Comedy,111.76

Bringing Up Baby,1938,NA,102,7.9,91,Comedy,Family,Romance,NA

Session 9,2001,R,100,6.4,58,Horror,Mystery,NA,0.38

The Square,2017,17+,151,7.2,73,Comedy,Drama,NA,1.50

Animal Kingdom,2010,R,113,7.3,83,Crime,Drama,NA,1.04

Benny & Joon,1993,PG,98,7.2,57,Comedy,Drama,Romance,23.20

